certificado_ssl,url_anchor,trafego_web,prefixo_sufixo,links_tags,sub_dominio,links_apontando_pagina,url_request,SFH,registro_dns,redirecionamento_double_slash,idade_dominio,favicon,page_rank,indice_google,relatorio_estatistico,submit_email,resultado
0,-1,1,-1,1,0,1,1,-1,1,1,-1,-1,1,1,-1,-1,-1
1,0,1,-1,-1,1,1,1,0,-1,-1,-1,1,-1,-1,1,1,1
1,1,1,-1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,1,0,1,-1,1,1,-1,1,1,1,-1,1,1
1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1
-1,0,0,-1,0,0,0,1,-1,1,1,-1,-1,1,1,1,-1,-1
1,0,1,-1,0,0,0,1,0,1,1,-1,1,1,1,1,1,1
1,1,0,-1,-1,1,0,-1,1,1,1,-1,1,1,1,1,1,1
0,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1
0,-1,-1,-1,0,0,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1
1,0,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1
0,-1,0,-1,0,1,1,-1,0,1,1,-1,1,-1,1,-1,1,-1
-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,1,-1,1,1,1,-1
1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,1,1,1,1
1,1,0,-1,0,1,0,1,-1,1,1,-1,1,1,1,1,1,1
0,-1,-1,-1,0,1,0,1,-1,1,1,-1,1,-1,1,1,-1,-1
-1,0,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
0,-1,-1,-1,0,1,0,-1,-1,1,1,-1,1,-1,1,1,1,-1
-1,1,1,-1,0,0,0,1,-1,1,1,-1,1,-1,1,1,1,1
1,1,0,-1,-1,1,0,-1,1,1,1,-1,1,1,1,1,1,1
-1,-1,0,-1,0,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,0,-1,-1,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,-1,-1,1,0,1,-1,-1,1,1,-1,1,-1,1,1,1,-1
-1,-1,-1,-1,0,0,1,-1,1,1,1,-1,1,-1,1,1,1,-1
1,-1,0,-1,-1,0,0,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,-1,-1,0,1,0,1,1,1,-1,-1,1,1,1,1
-1,-1,1,-1,0,0,0,1,-1,1,1,-1,-1,-1,1,1,-1,-1
-1,-1,-1,-1,1,0,1,1,0,1,1,-1,1,-1,1,1,1,-1
-1,-1,0,-1,0,0,0,-1,-1,1,1,-1,1,-1,1,1,1,-1
1,0,1,-1,0,0,0,-1,1,1,1,-1,1,1,1,1,1,1
-1,-1,1,-1,1,0,1,1,-1,-1,-1,1,-1,-1,1,1,1,-1
1,0,1,-1,0,1,0,-1,1,1,1,-1,1,1,1,1,1,1
1,1,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,1,1,1,1
-1,0,1,-1,1,-1,0,-1,0,1,1,-1,1,-1,1,1,1,1
1,0,1,-1,1,-1,1,1,0,1,1,-1,1,-1,1,1,1,1
1,0,0,-1,1,0,-1,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,0,1,-1,-1,0,1,-1,1,1,-1,1,-1,1,1,1,1
1,0,0,-1,1,0,0,-1,-1,1,1,-1,1,-1,1,1,1,-1
-1,-1,-1,-1,-1,0,0,1,-1,1,1,-1,1,1,1,-1,-1,-1
-1,0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1
0,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
-1,1,-1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,1,1,-1
1,1,1,1,-1,1,0,-1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,0,-1,0,0,0,-1,-1,1,1,-1,-1,-1,1,1,-1,-1
1,1,1,1,0,0,1,-1,-1,1,1,-1,1,-1,1,1,1,1
1,0,0,-1,0,1,0,1,-1,1,1,-1,-1,-1,1,1,1,1
-1,0,0,-1,-1,1,0,1,-1,1,1,-1,1,1,1,1,1,-1
-1,0,1,-1,1,-1,0,1,-1,1,1,-1,1,-1,1,1,1,1
1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1
1,0,0,-1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1
1,0,1,-1,1,1,0,-1,0,1,1,-1,1,-1,1,1,-1,1
1,0,1,-1,-1,1,0,-1,1,1,1,-1,1,1,1,1,1,1
1,0,0,-1,-1,1,0,1,-1,1,1,-1,1,-1,1,1,1,1
1,0,0,1,-1,1,0,1,-1,1,1,1,1,1,1,1,1,1
-1,-1,0,-1,0,1,0,-1,-1,1,1,-1,-1,1,1,-1,-1,-1
1,0,1,-1,-1,-1,0,1,-1,1,1,-1,1,-1,1,1,1,1
1,0,1,-1,0,1,0,1,1,1,1,-1,1,1,1,1,1,1
1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1
1,0,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1
1,0,1,-1,1,0,0,1,-1,1,1,-1,1,1,1,1,1,1
1,0,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1
1,1,1,-1,1,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,1
1,1,1,-1,0,0,0,1,-1,1,1,-1,-1,-1,1,1,-1,1
-1,-1,-1,-1,0,0,0,-1,-1,1,1,-1,-1,1,1,1,-1,-1
-1,0,1,-1,0,1,1,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,-1,0,1,1,1,-1,-1,1,1,1,-1,1,1,1
-1,-1,0,-1,1,1,0,-1,-1,1,1,-1,-1,1,1,1,-1,-1
-1,0,0,-1,-1,0,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1
-1,-1,-1,-1,0,0,0,-1,0,1,1,-1,-1,-1,1,1,1,-1
1,0,-1,-1,1,0,1,-1,-1,1,1,-1,1,-1,1,1,-1,1
1,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,1,1,1
-1,0,1,-1,0,0,0,1,-1,1,1,1,-1,-1,1,1,-1,1
1,0,1,1,-1,0,1,-1,1,1,1,-1,1,-1,1,1,1,1
1,1,1,-1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1
-1,-1,-1,-1,0,0,0,-1,-1,1,1,-1,1,1,1,1,-1,-1
-1,-1,-1,-1,0,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,-1
-1,0,1,-1,-1,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1
1,1,1,-1,0,1,0,-1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,0,0,1,-1,-1,1,1,-1,1,1,1,-1,1,-1
-1,-1,-1,-1,1,0,1,1,-1,1,1,1,1,-1,1,1,1,-1
-1,-1,-1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,1,1,-1
1,0,1,-1,0,1,0,-1,1,1,1,-1,1,-1,1,1,1,1
1,0,-1,-1,0,0,0,-1,1,1,1,-1,1,-1,1,1,1,1
-1,-1,-1,-1,0,1,0,-1,-1,1,1,-1,1,1,1,1,1,-1
1,1,-1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1
0,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
-1,0,0,-1,1,1,0,1,-1,1,1,-1,1,-1,1,1,1,-1
-1,-1,-1,-1,-1,0,1,-1,0,1,1,-1,1,-1,1,1,1,-1
1,0,0,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1
1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1
1,1,1,-1,0,0,0,1,-1,1,1,-1,1,-1,1,1,1,1
1,0,0,-1,-1,0,1,1,-1,1,1,-1,1,-1,1,1,1,1
-1,0,1,-1,0,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,1,-1,1,1
1,0,1,-1,-1,1,0,1,-1,1,1,-1,-1,1,1,1,-1,1
1,0,1,1,-1,0,1,1,-1,1,1,-1,1,-1,1,1,1,1
-1,0,0,-1,-1,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,0,-1,0,0,0,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,1,0,0,-1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,-1,-1,1,0,0,1,-1,1,1,-1,1,-1,1,1,1,1
-1,0,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,-1
1,1,0,1,0,1,0,-1,-1,1,1,-1,1,-1,1,1,-1,1
-1,-1,0,-1,-1,-1,0,-1,-1,1,1,-1,-1,1,1,1,-1,-1
-1,-1,-1,-1,-1,1,0,1,-1,1,1,-1,1,1,1,1,1,-1
-1,0,1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,1,1,1
-1,-1,-1,-1,1,-1,0,1,0,-1,-1,1,1,-1,-1,1,1,-1
-1,-1,-1,-1,-1,-1,0,1,-1,1,1,-1,1,1,1,1,1,-1
1,1,1,-1,1,0,0,-1,-1,1,1,-1,1,-1,1,1,1,1
-1,0,1,-1,0,0,0,-1,-1,1,1,-1,1,-1,1,1,1,1
-1,-1,1,-1,1,0,1,1,-1,1,1,-1,1,1,1,1,-1,-1
-1,-1,0,-1,-1,0,0,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,0,0,0,1,1,1,1,1,1,-1,1,1,1,1
-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
0,-1,-1,-1,-1,1,0,1,-1,1,1,-1,1,-1,1,1,1,-1
1,0,1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1
1,1,1,1,0,1,0,1,-1,1,1,-1,-1,1,1,1,-1,1
1,0,1,-1,1,1,0,1,-1,1,1,-1,1,-1,1,1,1,1
-1,0,1,-1,-1,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1
1,1,1,-1,1,0,0,-1,1,1,1,-1,1,-1,1,1,1,1
1,1,1,-1,0,1,1,1,0,-1,-1,1,1,-1,-1,1,1,1
0,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,-1,1,1,1,-1
1,1,1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1
1,0,1,-1,0,0,1,-1,1,1,1,-1,1,-1,1,1,1,1
1,1,-1,-1,0,1,0,-1,0,1,1,-1,1,1,1,1,1,1
1,0,-1,-1,0,0,1,-1,-1,1,1,-1,1,1,1,1,1,1
-1,0,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,1,1,1,-1
0,0,-1,-1,-1,0,1,-1,0,1,1,-1,1,-1,1,1,1,-1
1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1
0,-1,-1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,1,1,-1
1,0,1,-1,-1,1,1,1,0,-1,-1,-1,1,-1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1
1,0,0,-1,0,1,1,1,-1,1,1,1,1,-1,1,1,1,1
1,0,1,-1,0,1,0,1,1,1,1,-1,1,1,1,1,1,1
0,0,0,-1,-1,0,1,-1,-1,1,1,-1,1,-1,1,1,1,-1
1,1,1,1,0,1,0,-1,-1,1,1,-1,-1,1,1,1,-1,1
0,-1,-1,-1,-1,0,0,1,-1,1,1,1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,1,-1,-1,1,1,-1
1,0,1,-1,0,0,0,1,1,1,1,1,-1,-1,1,1,-1,1
1,1,1,-1,0,1,0,1,-1,1,1,-1,1,1,1,1,1,1
1,0,1,-1,0,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1
-1,0,1,-1,-1,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,0,0,-1,0,1,1,1,-1,1,1,-1,1,1,1,1,1,1
0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
0,0,0,-1,-1,0,0,1,-1,1,1,-1,1,1,1,1,1,-1
1,1,1,-1,1,1,0,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,0,0,-1,0,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,1,0,1,1,-1,1,1,-1,-1,-1,1,1,-1,1
1,0,1,-1,1,1,0,1,1,1,1,1,1,-1,1,-1,1,1
1,0,1,-1,1,0,0,1,1,1,1,-1,1,-1,1,1,1,1
-1,-1,0,-1,0,0,0,-1,0,1,1,-1,-1,1,1,1,1,-1
1,1,1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,-1,1,1,1
0,-1,0,-1,0,1,0,1,-1,1,1,1,-1,-1,1,1,-1,-1
1,1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1
1,0,1,1,0,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1
1,0,1,-1,0,0,1,1,0,1,1,1,-1,1,1,1,-1,1
-1,0,1,-1,0,0,1,1,-1,1,1,-1,1,1,1,1,1,-1
1,1,1,1,0,1,0,1,-1,1,1,-1,1,1,1,1,1,1
-1,0,1,-1,-1,0,0,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,1,0,0,0,1,-1,1,1,-1,1,1,1,1,1,1
1,0,1,-1,0,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1
0,0,0,-1,-1,0,0,1,-1,1,1,-1,1,1,1,1,1,-1
1,-1,0,-1,-1,0,0,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,0,1,0,-1,-1,1,1,-1,1,-1,1,1,1,1
1,0,1,-1,-1,1,0,1,0,1,1,-1,1,1,1,1,1,1
-1,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,1,-1,1,-1,1,-1,1,1
1,0,0,-1,0,1,1,1,-1,1,1,1,1,-1,1,1,1,1
1,1,1,1,1,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,1
0,-1,-1,-1,0,1,0,1,-1,1,1,1,1,-1,1,-1,1,-1
1,0,1,1,0,0,0,1,-1,1,1,-1,1,1,1,1,1,1
1,0,0,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1
0,-1,-1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,1,-1
-1,-1,-1,-1,0,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1
0,0,1,-1,0,1,-1,1,-1,1,1,-1,1,1,1,1,1,1
0,0,1,-1,-1,1,0,1,-1,1,1,-1,1,1,1,1,1,1
1,0,1,-1,-1,1,0,-1,1,1,1,-1,1,-1,1,1,1,1
1,0,-1,-1,1,1,0,-1,-1,-1,-1,-1,1,1,-1,1,1,1
0,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1
1,1,1,1,-1,1,0,1,-1,1,1,1,-1,-1,1,1,-1,1
-1,0,1,-1,-1,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1
1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1
1,0,1,-1,1,0,0,1,0,1,1,-1,1,1,1,1,1,1
-1,-1,0,-1,0,0,1,1,-1,1,1,-1,-1,1,1,1,-1,-1
-1,0,1,-1,-1,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,0,0,-1,-1,1,0,1,-1,1,1,-1,1,-1,1,1,1,-1
1,1,1,1,0,-1,0,1,-1,1,1,1,1,-1,1,1,1,1
1,0,0,-1,0,0,0,1,-1,1,1,-1,1,1,1,1,1,-1
1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,1,1,-1,1
1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1
1,0,-1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1
0,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1
1,0,1,-1,0,1,0,-1,-1,1,1,-1,1,1,1,1,1,1
-1,0,1,-1,-1,0,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1
1,0,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,1,1,1,1
1,0,1,-1,1,-1,0,1,-1,1,1,-1,1,-1,1,1,1,1
1,1,1,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1
1,1,1,-1,0,1,0,1,1,1,1,-1,1,-1,1,1,1,1
1,1,1,1,-1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1
0,-1,-1,-1,1,1,0,1,-1,1,1,1,-1,-1,1,1,-1,-1
-1,-1,-1,-1,0,0,1,1,-1,1,1,-1,1,-1,1,-1,1,-1
1,0,1,-1,1,0,0,1,-1,1,1,-1,1,1,1,1,1,1
1,0,1,-1,0,-1,1,1,0,1,1,1,-1,-1,1,1,-1,1
1,0,0,-1,-1,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,0,-1,0,1,0,1,1,1,1,-1,1,1,1,1
1,0,1,-1,-1,0,0,1,-1,1,1,-1,-1,-1,1,1,-1,1
1,0,1,-1,0,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1
1,1,1,-1,0,1,0,1,1,1,1,-1,1,1,1,1,1,1
1,0,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1
1,0,1,-1,1,0,1,1,1,-1,-1,-1,1,-1,-1,1,1,1
-1,-1,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
-1,-1,-1,-1,0,0,1,1,-1,1,1,1,1,-1,1,-1,1,-1
1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1
-1,0,1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,1,1,-1
-1,0,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,1
1,0,1,-1,0,1,0,1,0,1,1,1,1,1,1,1,1,1
1,0,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1
0,-1,-1,-1,0,1,0,-1,-1,1,1,-1,1,1,1,1,1,-1
1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1
1,0,1,-1,0,1,0,1,1,1,1,-1,1,-1,1,1,1,1
-1,0,0,-1,0,1,0,1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,0,-1,0,1,-1,1,1,-1,1,-1,1,1,1,1
0,0,0,-1,-1,0,0,1,-1,1,1,-1,1,1,1,1,1,-1
0,-1,1,-1,1,0,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1
-1,0,1,-1,-1,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1
1,1,1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1
-1,-1,0,-1,0,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1
0,0,0,-1,-1,0,1,1,-1,1,1,-1,1,1,1,1,-1,-1
-1,-1,1,-1,-1,0,1,1,-1,-1,-1,1,1,1,-1,1,1,-1
0,-1,-1,-1,0,0,0,1,-1,1,1,-1,1,-1,1,1,1,-1
1,1,1,-1,0,1,0,1,1,1,1,1,1,-1,1,1,1,1
-1,0,1,1,0,0,0,1,-1,1,1,-1,1,-1,1,1,1,1
1,1,1,1,0,0,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1
-1,-1,0,-1,-1,0,0,1,-1,1,1,1,1,-1,1,1,1,-1
1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1
0,-1,-1,-1,0,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,-1
0,-1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1
1,0,1,-1,0,1,1,1,0,-1,-1,-1,1,-1,-1,1,1,1
1,0,1,-1,0,1,-1,1,0,1,1,1,-1,1,1,1,1,1
-1,-1,-1,-1,0,0,0,-1,-1,1,1,-1,-1,1,1,1,-1,-1
0,-1,-1,-1,-1,1,0,1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,0,0,-1,0,1,1,-1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,0,1,0,1,1,1,1,-1,1,1,1,1,1,1
0,-1,1,-1,1,1,0,1,-1,1,1,-1,1,-1,1,1,1,-1
1,0,1,-1,-1,0,1,-1,0,1,1,-1,1,-1,1,1,1,1
1,0,-1,-1,0,-1,0,-1,1,1,1,-1,1,-1,1,1,1,1
1,0,1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1
1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,-1,1,1
1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,1,-1,1,1
1,1,1,-1,0,-1,0,1,1,1,1,1,1,-1,1,1,1,1
0,0,1,-1,-1,0,0,-1,-1,1,-1,-1,1,1,-1,1,1,-1
-1,0,1,-1,0,-1,0,1,-1,1,1,-1,1,-1,1,1,1,1
-1,-1,-1,-1,-1,0,0,1,-1,1,1,-1,1,-1,1,1,1,-1
1,1,-1,-1,0,-1,1,-1,-1,1,1,1,1,-1,1,1,1,1
1,0,1,-1,1,-1,0,-1,0,1,1,-1,1,-1,1,1,1,1
0,-1,-1,-1,-1,1,0,1,-1,1,1,1,1,-1,1,1,1,-1
-1,-1,-1,-1,0,0,1,1,-1,1,1,-1,1,1,1,-1,1,-1
1,0,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1
-1,-1,-1,-1,-1,0,0,-1,-1,1,1,-1,1,1,1,-1,1,-1
0,-1,-1,-1,0,0,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1
1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,-1,1
1,0,1,-1,-1,1,0,-1,1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,0,0,0,1,0,1,1,1,1,-1,1,1,1,-1
-1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,1,-1,0,-1,-1,1,1,-1,1,1,1,1,1,1
1,0,1,-1,0,0,0,1,0,1,1,-1,1,1,1,1,1,1
-1,0,0,-1,0,0,0,1,-1,1,-1,-1,1,1,-1,1,-1,-1
1,0,-1,-1,0,-1,0,-1,-1,1,1,-1,1,1,1,1,1,1
1,1,1,-1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1
1,0,1,-1,0,-1,0,1,1,1,1,-1,1,1,1,1,1,1
1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,0,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1
1,0,1,-1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1
1,0,0,-1,0,1,0,1,-1,1,1,-1,1,1,1,1,1,1
1,1,1,1,1,0,0,1,-1,1,1,-1,1,1,1,1,1,1
-1,-1,0,-1,-1,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,0,-1,-1,1,0,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,-1,-1,0,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1
1,0,1,-1,-1,1,0,1,0,1,1,-1,-1,1,1,1,-1,1
-1,-1,-1,-1,-1,0,0,-1,1,1,1,-1,1,1,1,-1,1,-1
1,-1,0,-1,-1,0,0,-1,-1,1,1,-1,-1,1,1,-1,1,-1
1,0,1,-1,-1,0,1,-1,0,1,1,-1,1,-1,1,1,1,1
1,1,1,1,0,0,0,1,-1,1,1,-1,-1,-1,1,1,1,1
-1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,1,-1,1,-1
0,-1,0,-1,0,1,0,1,-1,1,1,-1,-1,1,1,1,1,-1
1,1,1,-1,0,1,0,1,0,1,1,-1,1,1,1,1,1,1
1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,-1,-1,0,0,0,-1,-1,1,1,-1,1,1,1,-1,1,-1
1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1
-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1
-1,-1,-1,-1,0,0,0,-1,-1,1,1,-1,-1,1,1,1,-1,-1
-1,-1,1,-1,-1,0,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1
1,0,1,-1,1,0,0,1,0,1,1,-1,1,-1,1,1,1,1
1,0,1,-1,1,0,1,1,-1,1,1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,0,1,-1,1,-1,1,-1,1,-1,1,1,1
-1,-1,1,-1,1,1,0,1,-1,-1,-1,1,1,1,-1,-1,1,-1
1,1,1,-1,1,1,0,-1,-1,1,1,-1,1,-1,1,1,1,1
1,0,1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1
-1,-1,-1,-1,-1,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1
0,0,-1,-1,-1,0,1,-1,-1,1,-1,-1,1,1,-1,1,1,-1
-1,0,-1,-1,-1,0,0,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,0,-1,-1,1,0,1,-1,1,1,-1,1,1,1,1,1,1
1,0,1,-1,-1,-1,0,1,1,1,1,-1,1,-1,1,1,1,1
1,0,1,-1,-1,-1,0,-1,1,1,1,-1,1,-1,1,1,1,1
1,1,1,1,1,0,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1
-1,-1,-1,-1,0,0,0,-1,-1,1,1,-1,-1,1,1,1,-1,-1
0,-1,0,-1,0,0,1,1,-1,1,1,1,-1,1,1,1,-1,-1
1,0,1,-1,0,0,-1,1,0,-1,-1,-1,1,1,1,1,-1,1
-1,-1,1,-1,0,0,0,1,-1,1,1,-1,1,1,1,1,1,-1
1,0,0,-1,0,0,-1,1,-1,1,1,-1,1,1,1,1,1,-1
0,-1,1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1
1,0,1,1,0,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1
-1,-1,-1,-1,0,0,0,-1,1,1,1,-1,-1,-1,1,1,-1,-1
-1,0,1,-1,0,0,1,-1,-1,1,1,-1,1,-1,1,1,1,-1
1,0,1,-1,-1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,1
1,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,1,1
1,0,1,-1,-1,0,1,-1,-1,1,1,-1,1,-1,1,1,1,-1
1,0,1,-1,0,-1,0,1,-1,1,1,-1,1,-1,1,1,1,1
-1,-1,0,-1,0,0,1,-1,-1,1,1,1,1,-1,1,1,1,-1
1,0,1,1,0,1,0,1,1,1,1,1,1,-1,1,1,1,1
1,0,1,-1,1,1,-1,1,0,1,1,-1,1,-1,1,1,-1,1
1,0,0,-1,-1,0,1,1,-1,1,1,-1,1,-1,1,1,1,1
1,0,1,-1,-1,0,0,1,-1,1,1,-1,1,-1,1,1,1,-1
1,1,1,-1,1,1,0,-1,1,1,1,-1,1,-1,1,1,1,1
1,0,1,-1,0,1,0,1,1,1,1,-1,1,-1,1,1,1,1
